system,schema_triggers,columnfamily_name,CampoObligatorioSinValidacion
system,schema_triggers,trigger_name,CampoObligatorioSinValidacion
system,schema_triggers,keyspace_name,CampoObligatorioSinValidacion
system,schema_triggers,trigger_options,CampoObligatorioSinValidacion
system,sstable_activity,columnfamily_name,CampoObligatorioSinValidacion
system,sstable_activity,generation,CampoObligatorioSinValidacion
system,sstable_activity,keyspace_name,CampoObligatorioSinValidacion
system,sstable_activity,rate_120m,CampoObligatorioSinValidacion
system,sstable_activity,rate_15m,CampoObligatorioSinValidacion
system_traces,events,event_id,CampoObligatorioSinValidacion
system_traces,events,session_id,CampoObligatorioSinValidacion
system_traces,events,activity,CampoObligatorioSinValidacion
system_traces,events,source,CampoObligatorioSinValidacion
system_traces,events,source_elapsed,CampoObligatorioSinValidacion
system_traces,events,thread,CampoObligatorioSinValidacion
system_traces,sessions,session_id,CampoObligatorioSinValidacion
system_traces,sessions,coordinator,CampoObligatorioSinValidacion
system_traces,sessions,duration,CampoObligatorioSinValidacion
system_traces,sessions,parameters,CampoObligatorioSinValidacion
system_traces,sessions,request,CampoObligatorioSinValidacion
system_traces,sessions,started_at,CampoObligatorioSinValidacion
diewebsiten,codigos_por_pagina,idioma,CampoTipoIdioma
diewebsiten,codigos_por_pagina,nombre,CampoTipoURL
diewebsiten,codigos_por_pagina,pagina,CampoTipoURL
diewebsiten,codigos_por_pagina,sitioweb,CampoTipoURL
diewebsiten,codigos_por_pagina,codigo,CampoObligatorioSinValidacion
diewebsiten,colecciones,coleccion,CampoTipoCamelCaseMetodo
diewebsiten,colecciones,tipo,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,colecciones,tipolist,CampoTipoJson
diewebsiten,colecciones,tipomap,CampoTipoJson
diewebsiten,colecciones,tiposet,CampoTipoJson
diewebsiten,despliegues,pagina,CampoTipoURL
diewebsiten,despliegues,ruta,CampoTipoRuta
diewebsiten,despliegues,sitioweb,CampoTipoURL
diewebsiten,diccionario_columnas,columna,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,diccionario_columnas,tabla,CampoTipoCaracterConEspaciosMinusculasGuionBajo
diewebsiten,diccionario_columnas,tipo,CampoTipoCaracterConEspaciosMinusculasGuionBajo
diewebsiten,diccionario_columnas,basededatos,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,diccionario_columnas,validaciones,CampoTipoJson
diewebsiten,enunciados,etiqueta,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,enunciados,idioma,CampoTipoIdioma
diewebsiten,enunciados,nivel,CampoTipoNumericoSinEspacios
diewebsiten,enunciados,pagina,CampoTipoURL
diewebsiten,enunciados,ruta,CampoTipoRuta
diewebsiten,enunciados,sitioweb,CampoTipoURL
diewebsiten,enunciados,atributos,CampoTipoJson
diewebsiten,enunciados,texto,CampoOpcionalSinValidacion
diewebsiten,eventos,basededatos,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,eventos,evento,CampoTipoCamelCaseClase
diewebsiten,eventos,pagina,CampoTipoURL
diewebsiten,eventos,tipotransaccion,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,eventos,transaccion,CampoTipoCamelCaseMetodo
diewebsiten,eventos,sitioweb,CampoTipoURL
diewebsiten,eventos,descripcion,CampoOpcionalSinValidacion
diewebsiten,eventos,necesitaformulario,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,eventos,orden,CampoTipoNumericoSinEspacios
diewebsiten,eventos,sentenciacql,CampoObligatorioSinValidacion
diewebsiten,eventos,tabla,CampoTipoCaracterConEspaciosMinusculasGuionBajo
diewebsiten,eventos,tipolista,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,formularios,evento,CampoTipoCamelCaseClase
diewebsiten,formularios,pagina,CampoTipoURL
diewebsiten,formularios,campo,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,formularios,sitioweb,CampoTipoURL
diewebsiten,formularios,grupovalidacion,CampoTipoCamelCaseClase
diewebsiten,formularios,formaingreso,CampoTipoCamelCaseMetodo
diewebsiten,sentencias_cql,clausula,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,sentencias_cql,pagina,CampoTipoURL
diewebsiten,sentencias_cql,campo,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,sentencias_cql,tipotransaccion,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,sentencias_cql,transaccion,CampoTipoCamelCaseMetodo
diewebsiten,sentencias_cql,sitioweb,CampoTipoURL
diewebsiten,sentencias_cql,alias,CampoObligatorioSinValidacion
diewebsiten,sentencias_cql,valorpordefecto,CampoObligatorioSinValidacion
diewebsiten,sesiones,dominio,CampoTipoCaracterSinEspacios
diewebsiten,sesiones,sessionid,CampoTipoCaracterSinEspacios
diewebsiten,sesiones,usuario,CampoTipoCaracterSinEspacios
diewebsiten,sesiones,sitioweb,CampoTipoURL
diewebsiten,sesiones,fechaultimoacceso,CampoTipoFechaHora
diewebsiten,sitiosweb_paginas_elementos,pagina,CampoTipoURL
diewebsiten,sitiosweb_paginas_elementos,sitioweb,CampoTipoURL
diewebsiten,sitiosweb_paginas_elementos,tipo,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,sitiosweb_paginas_elementos,basesdedatos,CampoTipoJson
diewebsiten,sitiosweb_paginas_elementos,descripcion,CampoOpcionalSinValidacion
diewebsiten,sitiosweb_paginas_elementos,nombre,CampoObligatorioSinValidacion
diewebsiten,transacciones_por_tabla,basededatos,CampoTipoCaracterSinEspaciosMinusculas
diewebsiten,transacciones_por_tabla,tabla,CampoTipoCaracterConEspaciosMinusculasGuionBajo
diewebsiten,transacciones_por_tabla,tipotransaccion,CampoTipoCaracterSinEspaciosMayusculas
diewebsiten,usuarios,dominio,CampoTipoCaracterSinEspacios
diewebsiten,usuarios,usuario,CampoTipoCaracterSinEspacios
diewebsiten,usuarios,sitioweb,CampoTipoURL
diewebsiten,usuarios,contrasena,CampoTipoCaracterSinEspacios
diewebsiten,validaciones,nombre,CampoTipoCamelCaseClase
diewebsiten,validaciones,tipo,CampoTipoCaracterSinEspacios
diewebsiten,validaciones,descripcion,CampoOpcionalSinValidacion
diewebsiten,grupos_validaciones,grupo,CampoTipoCamelCaseClase
diewebsiten,grupos_validaciones,validaciones,CampoTipoJson
diewebsiten,grupos_validaciones,transformaciones,CampoTipoJson
