localhost,index,Home,Página de Inicio Die Websiten
miradorhumadea.com,index,Inicio,Página de Inicio Mirador Humadea
miradorhumadea.com,quienes_somos,Quienes Somos,Reseña histórica y acerca de nosotros
localhost,login,Iniciar sesión,Inicio de sesión de un usuario registrado en Die Websiten
